Charging event,Chargepoint ID,Borough,Operator,Plug in Date and Time,Unplug Date and Time,Charge start Date and Time,Charge end Date and Time,Total kWh
51841,6189,Barnet,CityEV,20/07/2021 18:43:55,21/07/2021 05:13:52,20/07/2021 18:43:57,21/07/2021 03:28:54,27.276
51843,6170,Barnet,CityEV,20/07/2021 21:12:51,21/07/2021 05:24:38,20/07/2021 21:12:53,21/07/2021 05:24:33,30.389
51844,6169,Barnet,CityEV,21/07/2021 06:37:18,21/07/2021 09:09:49,21/07/2021 06:37:19,21/07/2021 07:30:45,1.377
51890,6130,Barnet,CityEV,21/07/2021 05:32:30,21/07/2021 11:49:43,21/07/2021 05:32:33,21/07/2021 09:16:17,13.166
51901,6123,Barnet,CityEV,21/07/2021 09:11:02,21/07/2021 12:23:11,21/07/2021 09:11:04,21/07/2021 12:12:48,11.012
51916,6118,Barnet,CityEV,21/07/2021 11:28:44,21/07/2021 14:29:04,21/07/2021 11:28:48,21/07/2021 14:28:53,11.063
51927,6118,Barnet,CityEV,21/07/2021 16:05:22,22/07/2021 09:58:25,21/07/2021 16:05:24,21/07/2021 23:24:34,24.54
51933,6189,Barnet,CityEV,21/07/2021 15:43:59,21/07/2021 16:19:47,21/07/2021 15:44:01,21/07/2021 16:19:45,2.028
51941,6189,Barnet,CityEV,21/07/2021 16:38:09,21/07/2021 16:45:30,21/07/2021 16:38:11,21/07/2021 16:45:28,0.41
51949,6189,Barnet,CityEV,21/07/2021 16:53:42,21/07/2021 17:32:19,21/07/2021 16:53:44,21/07/2021 17:32:17,2.182
51955,6172,Barnet,CityEV,21/07/2021 17:59:44,21/07/2021 18:37:42,21/07/2021 17:59:46,21/07/2021 18:37:40,2.177
51962,6170,Barnet,CityEV,21/07/2021 11:17:11,21/07/2021 20:12:36,21/07/2021 11:17:12,21/07/2021 18:35:13,24.046
51973,6189,Barnet,CityEV,21/07/2021 18:41:54,22/07/2021 04:50:29,21/07/2021 18:41:56,22/07/2021 02:24:28,23.825
51977,6173,Barnet,CityEV,21/07/2021 18:26:23,22/07/2021 06:47:00,21/07/2021 18:26:24,22/07/2021 06:46:58,27.363
51994,6136,Barnet,CityEV,21/07/2021 17:38:53,22/07/2021 09:41:57,21/07/2021 17:38:58,21/07/2021 22:40:06,8.688
52013,6170,Barnet,CityEV,21/07/2021 20:13:10,22/07/2021 11:21:03,21/07/2021 20:13:14,22/07/2021 04:59:58,29.871
52028,6116,Barnet,CityEV,22/07/2021 12:45:36,22/07/2021 13:10:19,22/07/2021 12:45:53,22/07/2021 13:10:04,1.448
52072,6137,Barnet,CityEV,22/07/2021 13:45:31,22/07/2021 16:58:57,22/07/2021 13:45:32,22/07/2021 16:56:43,11.18
52085,6130,Barnet,CityEV,22/07/2021 12:19:59,22/07/2021 18:47:02,22/07/2021 12:20:03,22/07/2021 14:30:22,7.664
52094,6118,Barnet,CityEV,22/07/2021 16:54:11,22/07/2021 20:25:10,22/07/2021 16:54:12,22/07/2021 20:25:03,12.801
52103,6170,Barnet,CityEV,22/07/2021 11:21:36,23/07/2021 04:31:55,22/07/2021 11:21:38,22/07/2021 16:52:52,18.187
52105,6189,Barnet,CityEV,22/07/2021 16:14:13,23/07/2021 04:46:54,22/07/2021 16:14:15,22/07/2021 23:44:05,23.168
52114,6119,Barnet,CityEV,22/07/2021 10:57:45,23/07/2021 07:22:13,22/07/2021 10:57:47,22/07/2021 23:50:49,45.404
52122,6170,Barnet,CityEV,23/07/2021 04:33:10,23/07/2021 08:07:51,23/07/2021 04:33:15,23/07/2021 08:07:07,11.984
52135,6143,Barnet,CityEV,22/07/2021 19:54:37,23/07/2021 08:54:21,22/07/2021 19:54:39,23/07/2021 07:25:32,37.428
52140,6169,Barnet,CityEV,23/07/2021 09:21:53,23/07/2021 18:30:19,23/07/2021 09:21:55,23/07/2021 15:19:07,15.299
52141,6143,Barnet,CityEV,23/07/2021 09:23:13,23/07/2021 14:09:45,23/07/2021 09:23:19,23/07/2021 13:22:32,6.874
52142,6116,Barnet,CityEV,23/07/2021 09:20:45,23/07/2021 09:28:39,23/07/2021 09:20:49,23/07/2021 09:28:35,0.426
52148,6118,Barnet,CityEV,22/07/2021 23:22:51,23/07/2021 10:23:19,22/07/2021 23:22:51,23/07/2021 06:41:05,23.941
52153,6137,Barnet,CityEV,22/07/2021 17:05:49,23/07/2021 10:53:45,22/07/2021 17:05:51,23/07/2021 07:24:24,52.063
52165,6116,Barnet,CityEV,23/07/2021 09:30:31,23/07/2021 11:18:39,23/07/2021 09:30:34,23/07/2021 11:18:36,6.497
52179,6130,Barnet,CityEV,23/07/2021 07:09:11,23/07/2021 11:59:25,23/07/2021 07:09:15,23/07/2021 11:37:31,15.854
52191,6170,Barnet,CityEV,23/07/2021 08:10:14,23/07/2021 13:39:26,23/07/2021 08:10:19,23/07/2021 13:39:10,6.351
52201,6136,Barnet,CityEV,23/07/2021 09:16:08,23/07/2021 14:54:58,23/07/2021 09:16:10,23/07/2021 14:54:56,19.705
52209,6193,Barnet,CityEV,23/07/2021 15:36:14,23/07/2021 19:28:49,23/07/2021 15:36:18,23/07/2021 19:28:31,14.004
52230,6185,Barnet,CityEV,23/07/2021 17:38:20,23/07/2021 20:26:54,23/07/2021 17:38:22,23/07/2021 20:26:51,4.363
52236,6133,Barnet,CityEV,23/07/2021 13:05:00,23/07/2021 18:47:19,23/07/2021 13:05:04,23/07/2021 18:46:37,19.221
52239,6170,Barnet,CityEV,23/07/2021 13:39:55,23/07/2021 19:06:16,23/07/2021 13:39:56,23/07/2021 18:59:38,16.831
52242,6101,Barnet,CityEV,23/07/2021 14:54:01,23/07/2021 19:23:40,23/07/2021 14:54:07,23/07/2021 19:23:25,14.613
52251,6118,Barnet,CityEV,23/07/2021 23:47:51,24/07/2021 09:48:43,23/07/2021 23:47:53,24/07/2021 07:18:18,23.187
52254,6170,Barnet,CityEV,23/07/2021 19:06:59,24/07/2021 05:24:15,23/07/2021 19:07:04,24/07/2021 02:45:43,25.769
52262,6177,Barnet,CityEV,23/07/2021 22:44:44,24/07/2021 08:01:16,23/07/2021 22:44:50,24/07/2021 06:01:31,26.13
52273,6189,Barnet,CityEV,23/07/2021 17:23:23,24/07/2021 09:19:09,23/07/2021 17:23:25,24/07/2021 01:32:54,25.374
52280,6173,Barnet,CityEV,23/07/2021 15:50:48,24/07/2021 10:16:41,23/07/2021 15:50:49,24/07/2021 10:16:39,28.235
52302,6175,Barnet,CityEV,24/07/2021 10:46:38,24/07/2021 12:51:33,24/07/2021 10:46:45,24/07/2021 12:50:44,6.813
52306,6143,Barnet,CityEV,24/07/2021 13:04:02,24/07/2021 16:23:04,24/07/2021 13:04:07,24/07/2021 16:21:54,5.726
52308,6118,Barnet,CityEV,24/07/2021 13:45:22,24/07/2021 18:10:32,24/07/2021 13:45:26,24/07/2021 18:10:02,16.72
52313,6169,Barnet,CityEV,24/07/2021 14:43:59,24/07/2021 18:26:58,24/07/2021 14:44:00,24/07/2021 18:26:56,10.144
52315,6116,Barnet,CityEV,24/07/2021 11:59:30,24/07/2021 14:59:05,24/07/2021 11:59:33,24/07/2021 14:58:56,10.963
52321,6189,Barnet,CityEV,24/07/2021 16:12:54,24/07/2021 16:14:11,24/07/2021 16:12:55,24/07/2021 16:14:08,0.06
52331,6143,Barnet,CityEV,24/07/2021 16:45:02,24/07/2021 18:10:34,24/07/2021 16:45:05,24/07/2021 17:54:45,1.942
52333,6155,Barnet,CityEV,24/07/2021 17:26:33,25/07/2021 07:44:56,24/07/2021 17:26:33,25/07/2021 07:44:06,49.344
52341,6130,Barnet,CityEV,24/07/2021 09:20:35,24/07/2021 19:34:26,24/07/2021 09:20:37,24/07/2021 14:22:09,17.661
52346,6136,Barnet,CityEV,24/07/2021 09:47:52,24/07/2021 20:24:12,24/07/2021 09:47:55,24/07/2021 20:24:10,34.278
52347,6119,Barnet,CityEV,24/07/2021 16:12:37,24/07/2021 20:42:06,24/07/2021 16:12:38,24/07/2021 20:41:58,10.166
52350,6116,Barnet,CityEV,24/07/2021 18:17:06,24/07/2021 22:20:07,24/07/2021 18:17:08,24/07/2021 22:20:02,14.776
52352,6189,Barnet,CityEV,24/07/2021 16:14:30,24/07/2021 22:42:18,24/07/2021 16:14:30,24/07/2021 22:42:05,23.375
52355,6118,Barnet,CityEV,25/07/2021 00:47:16,25/07/2021 10:38:24,25/07/2021 00:47:20,25/07/2021 07:51:10,23.808
52357,6170,Barnet,CityEV,24/07/2021 13:09:53,25/07/2021 05:18:48,24/07/2021 13:09:54,24/07/2021 20:58:26,25.702
52363,6151,Barnet,CityEV,24/07/2021 19:56:23,25/07/2021 08:33:56,24/07/2021 19:56:30,25/07/2021 08:33:47,25.181
52371,6106,Barnet,CityEV,24/07/2021 15:58:35,25/07/2021 09:52:42,24/07/2021 15:58:37,25/07/2021 08:27:20,58.814
52375,6143,Barnet,CityEV,25/07/2021 06:45:23,25/07/2021 10:22:38,25/07/2021 06:45:24,25/07/2021 10:22:36,12.922
52397,6184,Barnet,CityEV,25/07/2021 11:14:12,25/07/2021 14:21:43,25/07/2021 11:14:17,25/07/2021 11:45:54,0.794
52400,6130,Barnet,CityEV,25/07/2021 11:18:06,25/07/2021 15:14:43,25/07/2021 11:18:10,25/07/2021 15:14:30,14.22
52422,6116,Barnet,CityEV,25/07/2021 16:17:47,25/07/2021 19:16:34,25/07/2021 16:17:49,25/07/2021 19:10:10,9.976
52430,6170,Barnet,CityEV,25/07/2021 15:34:59,26/07/2021 03:53:21,25/07/2021 15:35:00,25/07/2021 22:14:24,21.86
52456,6136,Barnet,CityEV,25/07/2021 15:50:07,26/07/2021 09:10:04,25/07/2021 15:50:12,26/07/2021 00:26:21,32.777
52461,6189,Barnet,CityEV,25/07/2021 18:11:11,26/07/2021 09:41:58,25/07/2021 18:11:14,25/07/2021 23:33:30,15.924
52474,6147,Barnet,CityEV,26/07/2021 07:55:12,26/07/2021 11:20:04,26/07/2021 07:55:13,26/07/2021 11:19:28,9.906
52557,6116,Barnet,CityEV,26/07/2021 14:54:32,26/07/2021 19:13:03,26/07/2021 14:54:36,26/07/2021 19:12:58,15.702
52564,6170,Barnet,CityEV,26/07/2021 11:28:16,26/07/2021 21:01:39,26/07/2021 11:28:17,26/07/2021 21:01:35,35.264
52566,6169,Barnet,CityEV,26/07/2021 15:10:20,26/07/2021 21:55:03,26/07/2021 15:10:22,26/07/2021 21:54:45,24.398
52578,6143,Barnet,CityEV,26/07/2021 23:31:38,27/07/2021 06:59:30,26/07/2021 23:31:44,27/07/2021 05:29:43,10.323
52634,6116,Barnet,CityEV,27/07/2021 14:07:02,27/07/2021 16:26:49,27/07/2021 14:07:03,27/07/2021 16:18:53,7.491
52656,6143,Barnet,CityEV,27/07/2021 08:37:51,27/07/2021 16:22:45,27/07/2021 08:37:54,27/07/2021 16:10:52,26.403
52679,6189,Barnet,CityEV,27/07/2021 15:56:59,27/07/2021 17:46:57,27/07/2021 15:57:01,27/07/2021 17:46:55,6.253
52696,6133,Barnet,CityEV,26/07/2021 18:35:45,27/07/2021 20:23:38,26/07/2021 18:35:47,27/07/2021 13:34:51,66.71
52699,6189,Barnet,CityEV,27/07/2021 19:08:15,28/07/2021 05:21:16,27/07/2021 19:08:16,28/07/2021 01:21:02,18.7
52781,6189,Barnet,CityEV,28/07/2021 15:48:27,28/07/2021 16:14:07,28/07/2021 15:48:29,28/07/2021 16:14:05,1.449
52792,6177,Barnet,CityEV,28/07/2021 18:13:17,28/07/2021 18:14:12,28/07/2021 18:13:23,28/07/2021 18:14:04,0.036
52803,6177,Barnet,CityEV,28/07/2021 18:15:13,28/07/2021 20:26:19,28/07/2021 18:15:21,28/07/2021 20:26:14,7.885
52808,6116,Barnet,CityEV,28/07/2021 21:40:06,29/07/2021 01:11:50,28/07/2021 21:40:06,29/07/2021 01:10:53,12.304
52812,6189,Barnet,CityEV,28/07/2021 16:29:23,29/07/2021 02:54:15,28/07/2021 16:29:25,29/07/2021 00:26:19,24.831
52821,6118,Barnet,CityEV,28/07/2021 19:37:23,29/07/2021 07:02:30,28/07/2021 19:37:24,29/07/2021 05:16:29,35.644
52825,6143,Barnet,CityEV,28/07/2021 19:06:45,29/07/2021 07:38:40,28/07/2021 19:06:47,29/07/2021 07:38:38,40.943
52839,6177,Barnet,CityEV,28/07/2021 20:43:17,29/07/2021 08:58:04,28/07/2021 20:43:21,29/07/2021 07:10:19,37.552
52903,6189,Barnet,CityEV,29/07/2021 15:31:07,29/07/2021 16:04:28,29/07/2021 15:31:09,29/07/2021 16:04:26,1.889
52916,6136,Barnet,CityEV,29/07/2021 17:38:36,30/07/2021 11:38:14,29/07/2021 17:38:42,29/07/2021 23:45:46,10.644
52925,6173,Barnet,CityEV,29/07/2021 11:19:13,29/07/2021 18:53:24,29/07/2021 11:19:15,29/07/2021 18:53:22,12.882
52928,6130,Barnet,CityEV,29/07/2021 07:11:06,29/07/2021 19:31:51,29/07/2021 07:11:09,29/07/2021 16:48:36,34.401
52940,6118,Barnet,CityEV,30/07/2021 00:03:05,30/07/2021 09:11:26,30/07/2021 00:03:07,30/07/2021 07:02:34,23.53
52943,6170,Barnet,CityEV,29/07/2021 17:18:48,30/07/2021 03:35:22,29/07/2021 17:18:49,30/07/2021 03:35:16,38.033
52945,6189,Barnet,CityEV,29/07/2021 18:03:14,30/07/2021 05:13:39,29/07/2021 18:03:16,30/07/2021 02:47:55,27.462
52947,6107,Barnet,CityEV,29/07/2021 15:34:48,30/07/2021 06:25:04,29/07/2021 15:34:50,30/07/2021 06:23:42,51.826
53031,6170,Barnet,CityEV,30/07/2021 10:16:50,30/07/2021 13:11:32,30/07/2021 10:16:51,30/07/2021 13:11:29,10.73
53034,6172,Barnet,CityEV,30/07/2021 09:45:21,30/07/2021 13:20:38,30/07/2021 09:45:22,30/07/2021 13:20:35,12.963
53037,6130,Barnet,CityEV,30/07/2021 07:46:48,30/07/2021 13:41:22,30/07/2021 07:46:51,30/07/2021 12:36:52,17.05
53074,6136,Barnet,CityEV,30/07/2021 13:33:21,30/07/2021 16:56:42,30/07/2021 13:33:23,30/07/2021 16:56:40,11.642
53100,6172,Barnet,CityEV,30/07/2021 17:12:57,30/07/2021 20:10:33,30/07/2021 17:12:58,30/07/2021 20:10:31,10.657
53104,6184,Barnet,CityEV,30/07/2021 15:03:08,30/07/2021 21:20:57,30/07/2021 15:03:15,30/07/2021 21:20:42,22.418
53107,6136,Barnet,CityEV,30/07/2021 18:42:25,30/07/2021 21:54:34,30/07/2021 18:42:27,30/07/2021 21:49:34,5.241
53116,6172,Barnet,CityEV,30/07/2021 20:33:39,31/07/2021 05:54:13,30/07/2021 20:33:41,31/07/2021 05:54:09,33.671
53140,6118,Barnet,CityEV,30/07/2021 18:22:50,31/07/2021 10:49:17,30/07/2021 18:22:52,31/07/2021 10:49:01,58.007
53142,6169,Barnet,CityEV,31/07/2021 10:03:58,31/07/2021 10:57:56,31/07/2021 10:03:59,31/07/2021 10:57:54,3.068
53147,6188,Barnet,CityEV,31/07/2021 11:57:55,31/07/2021 12:09:56,31/07/2021 11:57:57,31/07/2021 12:09:54,0.596
53151,6188,Barnet,CityEV,31/07/2021 12:12:37,01/08/2021 10:29:14,31/07/2021 12:12:39,31/07/2021 20:19:50,26.989
53156,6189,Barnet,CityEV,30/07/2021 19:17:14,31/07/2021 12:56:25,30/07/2021 19:17:16,31/07/2021 02:39:25,22.665
53172,6101,Barnet,CityEV,31/07/2021 07:19:21,31/07/2021 15:12:59,31/07/2021 07:19:28,31/07/2021 15:12:51,14.846
53174,6186,Barnet,CityEV,31/07/2021 11:26:24,31/07/2021 15:39:14,31/07/2021 11:26:25,31/07/2021 15:39:09,15.361
53176,6130,Barnet,CityEV,31/07/2021 08:20:18,31/07/2021 16:10:12,31/07/2021 08:20:21,31/07/2021 13:50:41,19.428
53192,6116,Barnet,CityEV,31/07/2021 15:23:45,31/07/2021 20:12:41,31/07/2021 15:23:49,31/07/2021 20:12:33,0.171
53199,6116,Barnet,CityEV,31/07/2021 23:21:53,01/08/2021 02:24:25,31/07/2021 23:22:51,01/08/2021 02:24:10,10.618
53200,6118,Barnet,CityEV,01/08/2021 00:04:57,01/08/2021 09:48:51,01/08/2021 00:04:59,01/08/2021 08:04:58,23.649
53203,6138,Barnet,CityEV,31/07/2021 18:15:17,01/08/2021 06:20:32,31/07/2021 18:15:20,01/08/2021 06:20:15,42.126
53211,6130,Barnet,CityEV,01/08/2021 07:13:04,01/08/2021 08:46:11,01/08/2021 07:13:07,01/08/2021 08:45:42,5.548
53222,6184,Barnet,CityEV,31/07/2021 10:29:11,01/08/2021 10:22:14,31/07/2021 10:29:12,01/08/2021 01:18:08,50.737
53249,6115,Barnet,CityEV,01/08/2021 11:25:26,01/08/2021 15:47:01,01/08/2021 11:25:31,01/08/2021 15:46:53,14.969
53255,6120,Barnet,CityEV,01/08/2021 16:58:36,01/08/2021 19:49:44,01/08/2021 16:58:40,01/08/2021 19:49:42,10.361
53256,6130,Barnet,CityEV,01/08/2021 15:22:28,01/08/2021 17:24:03,01/08/2021 15:22:31,01/08/2021 17:24:00,7.192
53275,6143,Barnet,CityEV,01/08/2021 19:36:56,01/08/2021 21:44:29,01/08/2021 19:36:57,01/08/2021 21:44:26,6.965
53281,6189,Barnet,CityEV,01/08/2021 16:42:52,02/08/2021 05:39:49,01/08/2021 16:42:54,01/08/2021 22:00:48,15.643
53282,6155,Barnet,CityEV,01/08/2021 19:47:59,02/08/2021 06:39:22,01/08/2021 19:48:01,02/08/2021 03:39:27,24.418
53283,6147,Barnet,CityEV,01/08/2021 20:35:17,02/08/2021 06:54:51,01/08/2021 20:35:20,02/08/2021 00:03:30,8.778
53304,6152,Barnet,CityEV,02/08/2021 09:52:17,02/08/2021 10:32:17,02/08/2021 09:52:19,02/08/2021 10:32:15,2.197
53317,6170,Barnet,CityEV,02/08/2021 10:10:26,02/08/2021 12:27:08,02/08/2021 10:10:27,02/08/2021 12:27:04,8.353
53354,6114,Barnet,CityEV,02/08/2021 09:11:49,02/08/2021 17:34:14,02/08/2021 09:11:51,02/08/2021 15:36:23,19.41
53376,6189,Barnet,CityEV,02/08/2021 17:38:59,03/08/2021 05:27:43,02/08/2021 17:39:01,03/08/2021 01:34:47,24.422
53383,6107,Barnet,CityEV,02/08/2021 12:08:12,03/08/2021 07:02:18,02/08/2021 12:08:14,03/08/2021 06:16:20,63.735
53433,6143,Barnet,CityEV,02/08/2021 18:50:15,03/08/2021 11:40:54,02/08/2021 18:50:21,03/08/2021 01:07:08,10.864
53438,6170,Barnet,CityEV,03/08/2021 09:24:13,03/08/2021 12:16:40,03/08/2021 09:24:14,03/08/2021 12:16:30,10.57
53495,6189,Barnet,CityEV,03/08/2021 17:25:53,03/08/2021 18:48:36,03/08/2021 17:25:56,03/08/2021 18:48:34,4.642
53507,6189,Barnet,CityEV,03/08/2021 19:02:32,04/08/2021 05:15:56,03/08/2021 19:02:34,04/08/2021 05:15:54,19.087
53508,6118,Barnet,CityEV,03/08/2021 20:03:56,04/08/2021 06:50:55,03/08/2021 20:03:57,04/08/2021 04:39:20,33.33
53527,6136,Barnet,CityEV,03/08/2021 23:39:21,04/08/2021 09:09:07,03/08/2021 23:39:23,04/08/2021 09:09:05,30.65
53531,6143,Barnet,CityEV,03/08/2021 17:00:19,04/08/2021 09:26:22,03/08/2021 17:00:26,03/08/2021 21:44:50,8.147
53533,6118,Barnet,CityEV,04/08/2021 09:42:32,04/08/2021 11:15:18,04/08/2021 09:42:39,04/08/2021 11:14:49,5.075
53578,6143,Barnet,CityEV,04/08/2021 09:30:50,04/08/2021 16:08:11,04/08/2021 09:30:51,04/08/2021 11:37:49,5.031
53602,6148,Barnet,CityEV,04/08/2021 18:37:15,05/08/2021 08:02:16,04/08/2021 18:37:26,05/08/2021 06:54:08,31.423
53617,6169,Barnet,CityEV,04/08/2021 12:19:39,04/08/2021 20:50:29,04/08/2021 12:19:41,04/08/2021 18:32:56,21.971
53618,6155,Barnet,CityEV,04/08/2021 15:25:39,04/08/2021 20:59:06,04/08/2021 15:25:41,04/08/2021 20:59:04,3.794
53625,6116,Barnet,CityEV,04/08/2021 18:34:35,05/08/2021 00:04:41,04/08/2021 18:34:39,05/08/2021 00:04:19,20.204
53626,6189,Barnet,CityEV,04/08/2021 15:50:07,05/08/2021 05:24:41,04/08/2021 15:50:09,04/08/2021 23:19:30,23.225
53655,6118,Barnet,CityEV,04/08/2021 23:19:45,05/08/2021 10:58:09,04/08/2021 23:19:47,05/08/2021 06:35:01,23.706
53676,6169,Barnet,CityEV,05/08/2021 13:14:59,05/08/2021 13:16:21,05/08/2021 13:14:59,05/08/2021 13:16:21,0.014
53678,6169,Barnet,CityEV,05/08/2021 13:18:25,05/08/2021 15:44:55,05/08/2021 13:18:26,05/08/2021 15:44:53,2.8
53684,6147,Barnet,CityEV,05/08/2021 11:57:56,05/08/2021 14:32:51,05/08/2021 11:57:59,05/08/2021 14:32:48,7.887
53700,6143,Barnet,CityEV,05/08/2021 15:44:32,05/08/2021 19:28:37,05/08/2021 15:44:38,05/08/2021 19:28:37,6.442
53711,6179,Barnet,CityEV,05/08/2021 13:39:18,05/08/2021 17:47:45,05/08/2021 13:39:26,05/08/2021 17:47:42,12.443
53716,6143,Barnet,CityEV,05/08/2021 19:47:25,05/08/2021 22:52:39,05/08/2021 19:47:30,05/08/2021 22:24:05,4.475
53722,6188,Barnet,CityEV,05/08/2021 18:45:11,05/08/2021 20:49:16,05/08/2021 18:45:12,05/08/2021 20:49:14,6.711
53732,6189,Barnet,CityEV,05/08/2021 15:08:01,06/08/2021 06:38:56,05/08/2021 15:08:03,05/08/2021 22:34:52,22.8
53733,6107,Barnet,CityEV,05/08/2021 15:05:22,06/08/2021 06:38:26,05/08/2021 15:05:24,06/08/2021 06:38:05,54.055
53741,6136,Barnet,CityEV,04/08/2021 09:13:27,06/08/2021 07:51:06,04/08/2021 09:13:29,05/08/2021 01:33:43,52.707
53744,6116,Barnet,CityEV,05/08/2021 16:34:45,06/08/2021 08:11:55,05/08/2021 16:34:47,06/08/2021 00:27:00,28.531
53756,6118,Barnet,CityEV,05/08/2021 22:38:01,06/08/2021 10:19:12,05/08/2021 22:38:03,06/08/2021 05:38:11,23.808
53758,6130,Barnet,CityEV,06/08/2021 07:01:17,06/08/2021 10:37:01,06/08/2021 07:01:20,06/08/2021 10:36:57,12.915
53761,6136,Barnet,CityEV,06/08/2021 11:05:15,06/08/2021 11:10:40,06/08/2021 11:05:21,06/08/2021 11:09:33,0.241
53762,6136,Barnet,CityEV,06/08/2021 11:11:21,06/08/2021 12:56:29,06/08/2021 11:11:27,06/08/2021 12:56:15,6.419
53770,6174,Barnet,CityEV,06/08/2021 11:27:58,06/08/2021 12:08:07,06/08/2021 11:28:03,06/08/2021 12:07:55,2.394
53797,6136,Barnet,CityEV,06/08/2021 13:09:40,06/08/2021 16:20:54,06/08/2021 13:09:41,06/08/2021 15:37:58,6.25
53802,6136,Barnet,CityEV,06/08/2021 16:39:49,07/08/2021 08:03:46,06/08/2021 16:39:54,07/08/2021 00:55:27,30.797
53817,6143,Barnet,CityEV,06/08/2021 17:53:17,07/08/2021 13:38:20,06/08/2021 17:53:22,06/08/2021 22:17:38,7.664
53832,6130,Barnet,CityEV,06/08/2021 14:55:14,06/08/2021 19:55:22,06/08/2021 14:55:17,06/08/2021 19:55:12,18.021
53835,6116,Barnet,CityEV,06/08/2021 14:16:03,06/08/2021 21:32:40,06/08/2021 14:16:07,06/08/2021 21:32:23,26.815
53839,6118,Barnet,CityEV,07/08/2021 00:16:59,07/08/2021 11:16:47,07/08/2021 00:17:02,07/08/2021 07:33:26,23.582
53842,6104,Barnet,CityEV,06/08/2021 20:06:44,07/08/2021 03:15:38,06/08/2021 20:06:47,07/08/2021 01:22:46,9.616
53864,6172,Barnet,CityEV,06/08/2021 18:25:41,07/08/2021 11:32:46,06/08/2021 18:25:42,07/08/2021 11:32:40,51.206
53873,6130,Barnet,CityEV,06/08/2021 20:51:24,07/08/2021 12:16:00,06/08/2021 20:51:25,07/08/2021 12:15:56,50.638
53880,6130,Barnet,CityEV,07/08/2021 12:21:22,07/08/2021 13:15:19,07/08/2021 12:21:24,07/08/2021 13:15:16,3.186
53889,6136,Barnet,CityEV,07/08/2021 08:12:15,07/08/2021 14:18:35,07/08/2021 08:12:17,07/08/2021 14:09:00,20.245
53911,6130,Barnet,CityEV,07/08/2021 14:23:59,07/08/2021 18:48:49,07/08/2021 14:24:03,07/08/2021 18:48:45,15.83
53923,6116,Barnet,CityEV,07/08/2021 19:53:04,07/08/2021 23:27:57,07/08/2021 19:53:06,07/08/2021 23:06:16,11.141
53935,6145,Barnet,CityEV,08/08/2021 09:44:20,08/08/2021 10:53:55,08/08/2021 09:44:25,08/08/2021 10:53:36,4.06
53938,6147,Barnet,CityEV,07/08/2021 16:53:32,08/08/2021 10:05:18,07/08/2021 16:53:35,08/08/2021 00:03:31,8.353
53945,6118,Barnet,CityEV,08/08/2021 00:58:33,08/08/2021 10:54:59,08/08/2021 00:58:36,08/08/2021 07:53:52,23.455
53946,6169,Barnet,CityEV,08/08/2021 09:43:54,08/08/2021 11:06:48,08/08/2021 09:43:55,08/08/2021 11:06:42,4.874
53998,6189,Barnet,CityEV,08/08/2021 16:45:26,08/08/2021 19:08:49,08/08/2021 16:45:28,08/08/2021 19:08:47,8.042
53999,6130,Barnet,CityEV,08/08/2021 07:55:52,08/08/2021 19:31:23,08/08/2021 07:55:56,08/08/2021 14:44:27,24.244
54005,6136,Barnet,CityEV,08/08/2021 16:24:20,08/08/2021 20:47:43,08/08/2021 16:24:21,08/08/2021 18:49:57,6.103
54010,6143,Barnet,CityEV,08/08/2021 17:12:09,08/08/2021 21:26:09,08/08/2021 17:12:14,08/08/2021 21:20:15,6.93
54011,6116,Barnet,CityEV,08/08/2021 21:35:18,09/08/2021 00:58:16,08/08/2021 21:35:19,09/08/2021 00:54:52,11.602
54013,6189,Barnet,CityEV,08/08/2021 19:23:19,09/08/2021 05:11:09,08/08/2021 19:23:21,09/08/2021 00:07:20,13.627
54050,6138,Barnet,CityEV,07/08/2021 21:46:07,09/08/2021 10:21:12,07/08/2021 21:46:09,08/08/2021 17:07:37,67.685
54148,6189,Barnet,CityEV,13/07/2021 15:59:28,13/07/2021 18:42:07,13/07/2021 15:59:30,13/07/2021 18:42:05,9.078
54150,6136,Barnet,CityEV,09/08/2021 21:19:46,10/08/2021 07:12:53,09/08/2021 21:19:48,10/08/2021 05:22:34,25.306
54212,6130,Barnet,CityEV,10/08/2021 07:19:37,10/08/2021 15:55:37,10/08/2021 07:19:37,10/08/2021 15:55:30,32.444
54238,6138,Barnet,CityEV,10/08/2021 15:03:06,10/08/2021 17:59:02,10/08/2021 15:03:13,10/08/2021 17:58:55,9.503
54244,6143,Barnet,CityEV,10/08/2021 13:37:17,10/08/2021 18:41:59,10/08/2021 13:37:22,10/08/2021 16:35:02,10.07
54255,6116,Barnet,CityEV,10/08/2021 16:55:39,10/08/2021 23:22:57,10/08/2021 16:55:42,10/08/2021 23:22:38,23.786
54260,6189,Barnet,CityEV,10/08/2021 15:51:46,11/08/2021 05:34:18,10/08/2021 15:51:47,10/08/2021 22:30:51,20.306
54262,6169,Barnet,CityEV,11/08/2021 06:21:37,11/08/2021 16:05:03,11/08/2021 06:21:39,11/08/2021 12:34:45,21.375
54278,6143,Barnet,CityEV,10/08/2021 20:19:51,11/08/2021 09:02:47,10/08/2021 20:19:56,11/08/2021 02:08:58,9.954
54281,6130,Barnet,CityEV,11/08/2021 07:15:23,11/08/2021 09:12:11,11/08/2021 07:15:26,11/08/2021 09:12:07,7.001
