Charging Point Number,Transaction Start,Charge Start,Charge End,Transaction End,Start Wh,End Wh,Total Wh,Connect Time
6132,16/05/2020 17:00:19,16/05/2020 17:00:23,16/05/2020 19:20:27,16/05/2020 19:21:12,605702,614164,8462,140
6127,16/05/2020 20:41:59,16/05/2020 20:42:00,16/05/2020 22:48:12,16/05/2020 22:48:12,38071,39018,947,126
6136,16/05/2020 23:07:13,16/05/2020 23:07:14,17/05/2020 11:27:56,17/05/2020 11:27:58,124702,127263,2561,740
6169,22/05/2020 07:05:29,22/05/2020 07:05:31,22/05/2020 09:19:38,22/05/2020 15:57:38,273087407,273092924,5517,532
6120,22/05/2020 10:27:02,22/05/2020 10:27:04,22/05/2020 15:44:47,22/05/2020 15:44:49,99268,117759,18491,317
6167,22/05/2020 14:21:02,22/05/2020 14:21:03,22/05/2020 22:08:49,22/05/2020 22:08:55,0,0,0,467
6136,23/05/2020 11:52:21,23/05/2020 11:52:27,23/05/2020 17:38:50,23/05/2020 17:38:50,127917,149754,21837,346
6156,24/05/2020 03:21:32,24/05/2020 03:21:34,24/05/2020 11:39:57,24/05/2020 11:39:59,16465,43702,27237,498
6171,25/05/2020 14:00:30,25/05/2020 14:00:36,25/05/2020 20:22:59,25/05/2020 20:23:15,283424132,283444578,20446,382
6125,27/05/2020 12:18:06,27/05/2020 12:18:08,27/05/2020 14:43:01,27/05/2020 15:34:06,98994,105253,6259,196
6119,27/05/2020 15:59:19,27/05/2020 15:59:22,27/05/2020 18:00:04,27/05/2020 18:00:06,170261,176820,6559,120
6183,28/05/2020 11:13:33,28/05/2020 11:13:36,28/05/2020 13:30:33,28/05/2020 13:30:35,304520362,304527790,7428,137
6169,29/05/2020 09:38:52,29/05/2020 09:38:55,29/05/2020 10:36:09,29/05/2020 13:38:45,273093238,273094391,1153,239
6155,29/05/2020 10:48:06,29/05/2020 10:48:07,29/05/2020 13:51:40,29/05/2020 13:51:42,271592871,271596101,3230,183
6118,29/05/2020 19:01:38,29/05/2020 19:01:42,29/05/2020 22:10:55,29/05/2020 22:11:01,498538,510192,11654,189
6183,30/05/2020 09:07:17,30/05/2020 09:07:20,30/05/2020 12:16:37,30/05/2020 12:16:39,304527883,304535737,7854,189
6100,30/05/2020 12:34:26,30/05/2020 12:34:31,30/05/2020 17:20:42,30/05/2020 17:20:42,186107,203812,17705,286
6136,31/05/2020 11:00:14,31/05/2020 11:00:16,31/05/2020 19:29:45,31/05/2020 19:29:47,150281,151198,917,509
6119,31/05/2020 08:51:08,31/05/2020 08:51:11,31/05/2020 11:07:21,31/05/2020 11:11:38,177819,185126,7307,140
6118,01/06/2020 18:32:37,01/06/2020 18:32:42,01/06/2020 22:42:15,01/06/2020 22:50:33,510596,524500,13904,257
6143,06/06/2020 17:16:51,06/06/2020 17:16:55,06/06/2020 20:30:08,06/06/2020 20:30:08,252638,264327,11689,193
6143,07/06/2020 09:20:28,07/06/2020 09:20:30,07/06/2020 09:30:19,07/06/2020 09:30:21,264391,264874,483,9
6143,07/06/2020 12:06:50,07/06/2020 12:06:56,07/06/2020 19:30:33,07/06/2020 20:06:27,268701,295908,27207,479
6118,07/06/2020 11:07:26,07/06/2020 11:07:30,07/06/2020 14:01:04,07/06/2020 14:01:10,525164,535775,10611,173
6171,07/06/2020 16:07:27,07/06/2020 16:07:34,07/06/2020 16:13:29,07/06/2020 16:13:59,283445443,283445761,318,6
6136,08/06/2020 18:08:34,08/06/2020 18:08:35,08/06/2020 21:07:04,08/06/2020 21:07:06,152079,162295,10216,178
6143,09/06/2020 14:00:05,09/06/2020 14:00:07,09/06/2020 14:40:09,09/06/2020 14:40:11,296073,298360,2287,40
6152,10/06/2020 07:49:08,10/06/2020 07:49:12,10/06/2020 07:51:28,10/06/2020 07:51:42,272822716,272822810,94,2
6183,10/06/2020 17:24:40,10/06/2020 17:24:43,10/06/2020 17:41:53,10/06/2020 17:41:55,304536193,304536860,667,17
6170,11/06/2020 12:54:53,11/06/2020 12:54:54,11/06/2020 20:22:25,11/06/2020 21:14:06,6441,31640,25199,499
6120,12/06/2020 12:31:21,12/06/2020 12:31:27,12/06/2020 14:30:55,12/06/2020 14:31:00,120290,127529,7239,119
6142,14/06/2020 11:43:11,14/06/2020 11:43:13,14/06/2020 18:30:51,14/06/2020 18:31:12,203188,227910,24722,408
6132,14/06/2020 16:42:02,14/06/2020 16:42:04,14/06/2020 20:47:34,15/06/2020 06:32:43,617597,630035,12438,830
6144,16/06/2020 19:02:07,16/06/2020 19:02:12,17/06/2020 00:21:31,17/06/2020 07:01:05,10382,28320,17938,718
6121,16/06/2020 18:11:58,16/06/2020 18:12:01,16/06/2020 20:19:41,16/06/2020 20:21:17,32936,40962,8026,129
6118,17/06/2020 19:10:42,17/06/2020 19:10:49,18/06/2020 00:05:32,18/06/2020 06:10:22,536854,553474,16620,659
6143,18/06/2020 16:42:35,18/06/2020 16:42:40,18/06/2020 20:13:00,18/06/2020 20:13:00,310913,323870,12957,210
6136,20/06/2020 08:32:54,20/06/2020 08:32:56,20/06/2020 12:18:21,20/06/2020 12:18:23,167362,180313,12951,225
6136,20/06/2020 12:49:07,20/06/2020 12:49:08,20/06/2020 13:40:46,20/06/2020 13:41:15,180316,183443,3127,52
6133,20/06/2020 15:27:24,20/06/2020 15:27:29,20/06/2020 20:24:13,20/06/2020 20:34:45,63470,79702,16232,307
6118,20/06/2020 19:57:03,20/06/2020 19:57:07,20/06/2020 23:30:25,21/06/2020 07:52:41,553743,565421,11678,715
6143,21/06/2020 17:54:49,21/06/2020 17:54:53,21/06/2020 19:00:14,21/06/2020 19:00:57,346382,350036,3654,66
6125,22/06/2020 13:32:46,22/06/2020 13:32:48,22/06/2020 14:50:14,22/06/2020 14:50:16,108885,113484,4599,77
6133,22/06/2020 19:27:04,22/06/2020 19:27:09,22/06/2020 23:28:45,22/06/2020 23:28:49,79880,94382,14502,241
6136,23/06/2020 06:50:45,23/06/2020 06:50:46,23/06/2020 18:43:36,23/06/2020 18:43:36,198962,202294,3332,712
6136,23/06/2020 18:48:03,23/06/2020 18:48:04,24/06/2020 07:35:35,24/06/2020 07:35:37,202295,204348,2053,767
6136,24/06/2020 07:37:19,24/06/2020 07:37:20,24/06/2020 20:15:20,24/06/2020 20:15:20,204348,204796,448,758
6142,24/06/2020 07:51:32,24/06/2020 07:51:34,24/06/2020 15:06:17,24/06/2020 15:06:17,234727,258712,23985,434
6171,24/06/2020 07:12:54,24/06/2020 07:13:00,24/06/2020 10:24:57,24/06/2020 10:25:05,283462571,283473740,11169,192
6120,24/06/2020 14:11:35,24/06/2020 14:11:35,24/06/2020 14:11:35,24/06/2020 14:13:29,130710,130711,1,1
6120,24/06/2020 14:13:54,24/06/2020 14:13:54,24/06/2020 14:13:54,24/06/2020 14:16:46,130711,130711,0,2
6133,24/06/2020 18:52:49,24/06/2020 18:52:53,24/06/2020 19:53:53,24/06/2020 19:53:59,94604,98213,3609,61
6120,24/06/2020 18:17:42,24/06/2020 18:17:48,24/06/2020 19:36:19,24/06/2020 19:39:32,130734,135594,4860,81
6120,24/06/2020 19:39:51,24/06/2020 19:40:01,24/06/2020 21:16:57,24/06/2020 21:17:07,135594,141549,5955,97
6118,24/06/2020 19:34:47,24/06/2020 19:34:51,25/06/2020 00:27:08,25/06/2020 05:30:09,565837,582631,16794,595
6118,26/06/2020 09:14:03,26/06/2020 09:14:10,26/06/2020 17:37:42,26/06/2020 17:38:00,582793,601081,18288,503
6142,26/06/2020 21:36:23,26/06/2020 21:36:25,27/06/2020 05:50:33,27/06/2020 07:16:28,258728,286105,27377,580
6169,27/06/2020 14:21:56,27/06/2020 14:21:58,27/06/2020 15:56:02,27/06/2020 17:27:08,273095757,273099082,3325,185
6118,27/06/2020 13:48:00,27/06/2020 13:48:01,27/06/2020 15:18:26,27/06/2020 15:26:33,602239,607340,5101,98
6143,27/06/2020 20:47:43,27/06/2020 20:47:44,28/06/2020 07:38:27,28/06/2020 07:38:30,350749,372167,21418,650
6143,28/06/2020 08:13:53,28/06/2020 08:13:57,28/06/2020 12:54:02,28/06/2020 12:54:18,372170,389496,17326,280
6177,28/06/2020 12:59:50,28/06/2020 12:59:54,28/06/2020 16:21:28,28/06/2020 16:21:32,172,6141,5969,201
6155,29/06/2020 14:36:57,29/06/2020 14:36:58,29/06/2020 16:51:45,29/06/2020 16:51:47,271597895,271599676,1781,134
6118,29/06/2020 15:42:11,29/06/2020 15:42:12,29/06/2020 18:03:39,29/06/2020 18:03:41,607581,614659,7078,141
6118,30/06/2020 15:15:46,30/06/2020 15:15:47,30/06/2020 16:53:13,30/06/2020 16:53:15,614784,620365,5581,97
6100,30/06/2020 14:32:30,30/06/2020 14:32:33,30/06/2020 17:25:25,30/06/2020 17:25:27,210055,218807,8752,172
6183,30/06/2020 22:51:42,30/06/2020 22:51:45,01/07/2020 07:07:30,01/07/2020 07:27:39,304537743,304546962,9219,515
6136,01/07/2020 08:53:32,01/07/2020 08:53:33,01/07/2020 15:57:06,01/07/2020 15:57:08,205189,228368,23179,423
6118,01/07/2020 15:23:07,01/07/2020 15:23:08,01/07/2020 17:37:14,01/07/2020 17:37:16,620374,626044,5670,134
6190,02/07/2020 07:54:13,02/07/2020 07:54:13,02/07/2020 07:54:57,02/07/2020 07:55:03,654,6966,6312,0
6154,02/07/2020 08:05:33,02/07/2020 08:05:33,02/07/2020 08:06:03,02/07/2020 08:06:05,5638,5672,34,0
6118,02/07/2020 18:39:23,02/07/2020 18:39:27,02/07/2020 21:37:56,02/07/2020 21:38:10,626192,637216,11024,178
6193,03/07/2020 12:08:14,03/07/2020 12:08:19,03/07/2020 13:26:50,03/07/2020 13:27:07,13819,18387,4568,78
6132,03/07/2020 18:56:58,03/07/2020 18:57:00,03/07/2020 23:37:25,04/07/2020 00:09:39,640198,654680,14482,312
6118,04/07/2020 13:16:29,04/07/2020 13:16:30,04/07/2020 16:07:17,04/07/2020 16:07:19,637377,645030,7653,170
6144,05/07/2020 08:42:09,05/07/2020 08:42:14,05/07/2020 13:21:56,05/07/2020 13:22:00,28939,45690,16751,279
6143,05/07/2020 15:33:58,05/07/2020 15:34:03,05/07/2020 19:38:31,05/07/2020 19:38:31,396216,411383,15167,244
6171,06/07/2020 16:47:21,06/07/2020 16:47:23,06/07/2020 18:55:29,06/07/2020 18:55:29,283474220,283481014,6794,128
6163,06/07/2020 14:30:25,06/07/2020 14:30:29,06/07/2020 17:21:39,06/07/2020 17:21:41,290528826,290538873,10047,171
6118,06/07/2020 15:07:20,06/07/2020 15:07:22,06/07/2020 17:54:37,06/07/2020 17:54:38,645200,652583,7383,167
6144,08/07/2020 12:26:34,08/07/2020 12:26:40,08/07/2020 12:26:51,08/07/2020 12:27:18,47505,47510,5,0
6193,09/07/2020 08:49:58,09/07/2020 08:50:02,09/07/2020 10:15:36,09/07/2020 10:15:48,18406,23337,4931,85
6136,09/07/2020 14:25:05,09/07/2020 14:25:06,09/07/2020 16:45:43,09/07/2020 16:45:45,228890,230942,2052,140
6111,09/07/2020 17:58:35,09/07/2020 17:58:37,09/07/2020 20:01:31,09/07/2020 20:01:33,49314,56477,7163,122
6132,10/07/2020 21:05:32,10/07/2020 21:05:33,10/07/2020 21:06:32,10/07/2020 21:06:37,655278,655334,56,1
6132,10/07/2020 21:07:01,10/07/2020 21:07:03,11/07/2020 06:46:44,11/07/2020 09:16:42,655334,688730,33396,729
6136,11/07/2020 09:03:08,11/07/2020 09:03:09,11/07/2020 11:31:48,11/07/2020 11:31:50,231143,235095,3952,148
6106,11/07/2020 15:09:54,11/07/2020 15:09:56,11/07/2020 16:19:51,11/07/2020 16:19:53,11807,15803,3996,69
6171,11/07/2020 11:40:35,11/07/2020 11:40:36,11/07/2020 16:34:47,11/07/2020 16:35:25,283493793,283501460,7667,294
6136,11/07/2020 16:40:32,11/07/2020 16:40:35,11/07/2020 19:29:51,11/07/2020 19:29:51,237201,247613,10412,169
6106,11/07/2020 21:25:30,11/07/2020 21:25:32,11/07/2020 22:37:42,11/07/2020 22:37:42,16903,21027,4124,72
6143,12/07/2020 09:09:17,12/07/2020 09:09:22,12/07/2020 13:57:08,12/07/2020 14:22:43,412125,429575,17450,313
6136,12/07/2020 12:19:52,12/07/2020 12:19:53,12/07/2020 16:39:35,12/07/2020 16:39:35,247588,248445,857,259
6132,13/07/2020 18:15:23,13/07/2020 18:15:25,13/07/2020 21:53:03,14/07/2020 08:10:14,713100,723443,10343,834
6193,14/07/2020 08:53:49,14/07/2020 08:53:53,14/07/2020 10:56:26,14/07/2020 11:11:38,23457,30152,6695,137
6172,15/07/2020 11:10:56,15/07/2020 11:10:59,15/07/2020 11:43:31,15/07/2020 11:43:38,304553403,304555270,1867,32
6146,15/07/2020 15:50:36,15/07/2020 15:50:37,15/07/2020 20:38:45,15/07/2020 20:38:58,60907,78543,17636,288
6193,16/07/2020 08:13:37,16/07/2020 08:13:41,16/07/2020 10:03:12,16/07/2020 10:29:43,30242,36165,5923,136
6132,16/07/2020 21:30:26,16/07/2020 21:30:28,17/07/2020 00:24:42,17/07/2020 06:59:09,723746,731645,7899,568
6193,17/07/2020 14:25:30,17/07/2020 14:25:35,17/07/2020 16:14:24,17/07/2020 16:27:26,36221,42165,5944,121
6143,18/07/2020 07:15:29,18/07/2020 07:15:31,18/07/2020 08:13:20,18/07/2020 08:13:22,430119,433522,3403,57
6123,18/07/2020 11:08:55,18/07/2020 11:08:56,18/07/2020 11:11:46,18/07/2020 11:11:48,50346,50506,160,2
6143,18/07/2020 12:28:51,18/07/2020 12:28:55,18/07/2020 17:38:59,18/07/2020 17:38:59,433543,453077,19534,310
6193,18/07/2020 11:46:21,18/07/2020 11:46:25,18/07/2020 13:42:35,18/07/2020 13:42:42,42204,49016,6812,116
6136,18/07/2020 08:17:05,18/07/2020 08:17:07,18/07/2020 14:19:25,18/07/2020 14:19:27,248971,270031,21060,362
6113,18/07/2020 14:58:47,18/07/2020 16:01:41,18/07/2020 16:51:15,18/07/2020 16:51:17,110597231,110600044,2813,112
6132,18/07/2020 21:46:46,18/07/2020 21:46:48,19/07/2020 01:49:46,19/07/2020 11:03:26,756496,768755,12259,796
6171,19/07/2020 16:19:30,19/07/2020 16:19:32,19/07/2020 18:47:59,19/07/2020 18:47:59,283501827,283509474,7647,148
6120,19/07/2020 16:16:15,19/07/2020 16:16:16,19/07/2020 16:23:25,19/07/2020 16:23:27,144099,144502,403,7
6155,19/07/2020 15:27:10,19/07/2020 15:27:13,19/07/2020 16:50:07,19/07/2020 16:50:09,271601061,271602618,1557,82
6143,19/07/2020 19:53:02,19/07/2020 19:53:03,19/07/2020 21:23:46,19/07/2020 21:23:48,465518,470692,5174,90
6136,20/07/2020 06:59:17,20/07/2020 06:59:19,20/07/2020 08:42:50,20/07/2020 08:45:31,281552,287782,6230,106
6136,22/07/2020 16:08:06,22/07/2020 16:08:12,22/07/2020 20:23:15,22/07/2020 20:23:28,314232,329967,15735,255
6136,23/07/2020 07:32:46,23/07/2020 07:32:47,23/07/2020 14:19:18,23/07/2020 14:19:18,330022,330992,970,406
6143,23/07/2020 10:32:54,23/07/2020 10:32:55,23/07/2020 12:04:57,23/07/2020 12:05:07,471109,476643,5534,92
6144,23/07/2020 14:34:42,23/07/2020 14:34:44,23/07/2020 16:17:12,23/07/2020 16:17:21,69101,75339,6238,102
6136,24/07/2020 09:58:27,24/07/2020 09:58:29,24/07/2020 13:30:17,24/07/2020 13:30:19,331090,343712,12622,211
6111,25/07/2020 10:51:15,25/07/2020 10:51:18,25/07/2020 13:07:09,25/07/2020 13:07:12,58159,64727,6568,135
6119,25/07/2020 09:14:06,25/07/2020 09:14:10,25/07/2020 13:41:23,25/07/2020 13:42:00,212041,226757,14716,267
6171,25/07/2020 13:49:53,25/07/2020 13:49:55,25/07/2020 16:20:52,25/07/2020 16:20:54,283509813,283517175,7362,151
6171,26/07/2020 17:05:36,26/07/2020 17:05:38,26/07/2020 19:29:49,26/07/2020 19:50:12,283517236,283524812,7576,164
6175,27/07/2020 16:13:11,27/07/2020 16:13:13,27/07/2020 18:13:34,27/07/2020 18:13:44,274475798,274482939,7141,120
6132,27/07/2020 19:52:14,27/07/2020 19:52:16,28/07/2020 00:30:10,28/07/2020 08:06:21,778797,792995,14198,734
6159,27/07/2020 19:01:12,27/07/2020 19:01:17,27/07/2020 21:10:16,27/07/2020 21:11:18,8883,16202,7319,130
6118,27/07/2020 16:30:14,27/07/2020 16:30:41,27/07/2020 16:59:02,27/07/2020 21:38:02,664345,666059,1714,307
6168,28/07/2020 10:56:06,28/07/2020 10:56:08,28/07/2020 17:04:27,28/07/2020 17:04:35,272970340,272992451,22111,368
6109,28/07/2020 11:45:29,28/07/2020 11:45:33,28/07/2020 13:22:30,28/07/2020 13:22:32,49976,56142,6166,97
6142,28/07/2020 17:20:06,28/07/2020 17:20:08,28/07/2020 17:20:41,28/07/2020 17:20:41,364586,364618,32,0
6142,28/07/2020 17:21:11,28/07/2020 17:21:12,28/07/2020 17:23:59,28/07/2020 17:24:01,364618,364745,127,2
6132,28/07/2020 19:40:20,28/07/2020 19:40:22,29/07/2020 01:47:50,29/07/2020 07:20:45,793052,813227,20175,700
6168,29/07/2020 19:07:53,29/07/2020 19:07:55,29/07/2020 22:58:39,29/07/2020 23:01:24,272993421,273004388,10967,233
6142,30/07/2020 12:36:28,30/07/2020 12:36:29,30/07/2020 12:42:31,30/07/2020 12:42:38,364972,365309,337,6
6142,30/07/2020 12:42:55,30/07/2020 12:42:56,30/07/2020 13:04:38,30/07/2020 13:04:40,365309,366532,1223,21
6144,30/07/2020 19:00:57,30/07/2020 19:29:09,30/07/2020 19:43:16,30/07/2020 19:43:16,76736,77516,780,42
6143,31/07/2020 10:57:52,31/07/2020 10:57:56,31/07/2020 16:55:50,31/07/2020 16:57:15,477572,499681,22109,359
6146,31/07/2020 16:36:26,31/07/2020 16:36:29,31/07/2020 16:36:42,31/07/2020 16:36:44,85192,85193,1,0
6136,31/07/2020 14:29:18,31/07/2020 14:29:19,31/07/2020 17:08:12,31/07/2020 17:08:14,344428,353110,8682,158
6168,01/08/2020 10:45:41,01/08/2020 10:45:43,01/08/2020 14:43:27,01/08/2020 14:43:27,273004522,273017632,13110,237
6188,01/08/2020 12:54:09,01/08/2020 12:54:10,01/08/2020 16:32:25,01/08/2020 16:32:53,274117091,274123560,6469,218
6153,01/08/2020 20:52:03,01/08/2020 20:52:22,02/08/2020 06:02:25,02/08/2020 12:15:20,282525716,282558855,33139,923
6132,02/08/2020 18:37:34,02/08/2020 18:37:36,02/08/2020 21:44:11,03/08/2020 08:01:18,839489,848291,8802,803
6118,02/08/2020 18:57:06,02/08/2020 18:57:08,02/08/2020 20:27:13,02/08/2020 20:27:15,667356,672492,5136,90
6168,03/08/2020 16:24:52,03/08/2020 16:24:54,03/08/2020 20:12:40,03/08/2020 20:13:47,273017739,273028665,10926,228
6143,03/08/2020 17:11:47,03/08/2020 17:11:48,04/08/2020 07:07:18,04/08/2020 07:07:18,500028,504826,4798,835
6171,03/08/2020 17:44:07,03/08/2020 17:44:09,03/08/2020 20:09:30,03/08/2020 20:16:53,283525338,283532987,7649,152
6133,04/08/2020 08:27:43,04/08/2020 08:27:45,04/08/2020 08:47:48,04/08/2020 08:47:53,102491,103670,1179,20
6163,04/08/2020 09:05:22,04/08/2020 09:05:26,04/08/2020 10:46:08,04/08/2020 10:46:21,290541906,290547942,6036,100
6125,04/08/2020 10:45:49,04/08/2020 10:45:51,04/08/2020 11:33:38,04/08/2020 11:33:47,118385,121347,2962,47
6171,04/08/2020 14:05:12,04/08/2020 14:05:13,04/08/2020 14:20:46,04/08/2020 14:20:48,283537222,283538085,863,15
6193,05/08/2020 09:06:05,05/08/2020 09:06:09,05/08/2020 11:02:52,05/08/2020 11:02:55,49868,56626,6758,116
6171,05/08/2020 19:58:51,05/08/2020 19:58:55,05/08/2020 22:25:10,05/08/2020 22:25:12,283545548,283553754,8206,146
6177,05/08/2020 20:21:38,05/08/2020 20:21:41,05/08/2020 20:31:46,05/08/2020 20:32:20,7631,8028,397,10
6118,05/08/2020 18:02:28,05/08/2020 18:02:32,06/08/2020 00:29:03,06/08/2020 06:37:41,672868,677139,4271,755
6177,05/08/2020 20:32:38,05/08/2020 20:32:41,06/08/2020 07:59:31,06/08/2020 07:59:36,8028,32669,24641,686
6171,07/08/2020 08:41:51,07/08/2020 08:42:12,07/08/2020 11:24:20,07/08/2020 11:24:22,283553817,283562818,9001,162
6168,07/08/2020 15:40:21,07/08/2020 15:40:23,07/08/2020 19:37:58,07/08/2020 19:49:16,273040518,273052271,11753,248
6169,07/08/2020 18:32:22,07/08/2020 18:32:24,07/08/2020 20:14:21,07/08/2020 20:39:27,273100512,273104791,4279,127
6132,07/08/2020 20:43:36,07/08/2020 20:43:37,07/08/2020 20:44:17,07/08/2020 20:44:24,848772,848814,42,0
6171,08/08/2020 12:12:53,08/08/2020 12:12:53,08/08/2020 12:12:53,08/08/2020 12:13:14,283562897,283562897,0,0
6171,08/08/2020 12:13:39,08/08/2020 12:13:40,08/08/2020 15:02:10,08/08/2020 15:02:24,283562897,283571427,8530,168
6171,08/08/2020 17:15:44,08/08/2020 17:15:46,08/08/2020 19:44:14,08/08/2020 19:44:14,283571434,283579214,7780,148
6193,08/08/2020 19:43:13,08/08/2020 19:43:16,08/08/2020 21:48:28,08/08/2020 22:04:08,56770,63799,7029,140
6171,09/08/2020 19:20:15,09/08/2020 19:20:16,09/08/2020 20:05:29,09/08/2020 20:05:31,283579272,283581782,2510,45
6171,09/08/2020 20:06:21,09/08/2020 20:06:22,09/08/2020 23:15:12,09/08/2020 23:15:12,283581783,283592176,10393,188
6163,10/08/2020 13:36:59,10/08/2020 13:37:03,10/08/2020 18:17:29,10/08/2020 18:17:41,290548256,290565457,17201,280
6126,10/08/2020 17:38:02,10/08/2020 17:38:06,10/08/2020 21:59:29,10/08/2020 22:08:26,63509,72428,8919,270
6168,13/08/2020 16:20:20,13/08/2020 16:20:22,13/08/2020 19:42:55,13/08/2020 19:54:08,273064500,273074146,9646,213
6132,13/08/2020 17:25:55,13/08/2020 17:26:02,13/08/2020 21:55:05,13/08/2020 21:55:05,881150,897201,16051,269
6139,13/08/2020 18:53:01,13/08/2020 18:53:04,13/08/2020 19:34:58,13/08/2020 19:35:00,215070,217567,2497,41
6143,14/08/2020 13:43:39,14/08/2020 13:43:59,14/08/2020 15:38:14,14/08/2020 15:38:16,511051,516870,5819,114
6132,14/08/2020 22:52:51,14/08/2020 22:53:02,15/08/2020 04:53:58,15/08/2020 04:53:58,897324,919698,22374,361
6108,14/08/2020 19:05:22,14/08/2020 19:05:25,15/08/2020 02:35:16,15/08/2020 02:35:21,58915,83499,24584,449
6144,14/08/2020 19:06:35,14/08/2020 19:06:36,15/08/2020 01:08:28,15/08/2020 07:03:34,78323,96212,17889,716
6118,15/08/2020 08:27:30,15/08/2020 08:27:30,15/08/2020 08:27:30,15/08/2020 08:27:44,705016,705016,0,0
6118,15/08/2020 08:28:05,15/08/2020 08:28:05,15/08/2020 08:28:05,15/08/2020 08:28:59,705016,705017,1,0
6143,15/08/2020 09:31:24,15/08/2020 09:31:26,15/08/2020 12:43:40,15/08/2020 12:43:54,518644,530051,11407,192
6132,15/08/2020 22:59:02,15/08/2020 22:59:04,16/08/2020 04:23:30,16/08/2020 09:28:28,919786,937330,17544,629
6133,16/08/2020 16:05:46,16/08/2020 16:05:51,16/08/2020 20:48:54,16/08/2020 20:49:11,105078,122099,17021,283
6148,18/08/2020 09:46:44,18/08/2020 09:46:46,18/08/2020 13:25:04,18/08/2020 13:25:20,69591,83214,13623,218
6118,19/08/2020 10:06:54,19/08/2020 10:06:56,19/08/2020 10:06:57,19/08/2020 10:53:41,716999,717004,5,46
6118,19/08/2020 13:02:29,19/08/2020 13:02:31,19/08/2020 15:38:33,19/08/2020 15:38:35,717016,723491,6475,156
6168,19/08/2020 14:35:58,19/08/2020 14:36:00,19/08/2020 20:24:14,19/08/2020 20:24:14,273076489,273097040,20551,348
6193,20/08/2020 10:33:56,20/08/2020 10:34:01,20/08/2020 11:44:57,20/08/2020 11:49:55,73380,77007,3627,75
6143,20/08/2020 17:16:10,20/08/2020 17:16:11,21/08/2020 11:12:19,21/08/2020 11:12:21,530652,533765,3113,1076
6142,20/08/2020 19:33:20,20/08/2020 19:33:22,20/08/2020 23:57:15,21/08/2020 07:27:49,406049,419649,13600,714
6132,21/08/2020 07:13:01,21/08/2020 07:13:03,21/08/2020 07:13:20,21/08/2020 07:13:27,942574,942589,15,0
6171,21/08/2020 17:42:34,21/08/2020 17:42:36,21/08/2020 20:20:31,21/08/2020 20:20:33,283592931,283599849,6918,157
6110,21/08/2020 20:40:30,21/08/2020 20:40:32,21/08/2020 22:33:47,22/08/2020 09:09:29,61680,66046,4366,748
6193,21/08/2020 19:07:37,21/08/2020 19:07:39,21/08/2020 21:25:29,21/08/2020 21:26:03,77070,85118,8048,138
6132,22/08/2020 21:33:15,22/08/2020 21:33:17,22/08/2020 23:39:50,23/08/2020 09:30:46,942775,947885,5110,717
6136,23/08/2020 11:10:20,23/08/2020 11:10:23,23/08/2020 16:15:46,23/08/2020 16:15:46,398571,417379,18808,305
6193,23/08/2020 11:55:15,23/08/2020 11:55:20,23/08/2020 13:36:08,23/08/2020 13:36:12,85195,90732,5537,100
6118,23/08/2020 10:27:24,23/08/2020 10:27:29,23/08/2020 13:20:45,23/08/2020 15:00:10,724011,732778,8767,272
6197,24/08/2020 17:14:30,24/08/2020 17:14:30,24/08/2020 17:14:30,24/08/2020 17:18:10,1,1,0,3
6169,24/08/2020 17:54:03,24/08/2020 17:54:42,24/08/2020 17:54:43,24/08/2020 18:28:57,273105656,273105658,2,34
6168,25/08/2020 22:30:52,25/08/2020 22:30:54,26/08/2020 03:20:05,26/08/2020 08:31:00,273111930,273126231,14301,600
6183,26/08/2020 10:35:21,26/08/2020 10:35:23,26/08/2020 11:03:00,26/08/2020 11:03:02,304549174,304550725,1551,27
6193,26/08/2020 09:48:36,26/08/2020 09:48:40,26/08/2020 11:57:45,26/08/2020 12:03:17,90867,97828,6961,134
6126,28/08/2020 09:42:13,28/08/2020 09:42:18,28/08/2020 13:59:40,28/08/2020 13:59:52,74542,77348,2806,257
6100,28/08/2020 15:44:39,28/08/2020 15:44:45,28/08/2020 18:29:21,28/08/2020 18:39:29,225284,227829,2545,174
6155,28/08/2020 17:06:12,28/08/2020 17:06:13,28/08/2020 20:21:49,28/08/2020 20:21:52,271605465,271608342,2877,195
6132,29/08/2020 08:07:58,29/08/2020 08:08:02,29/08/2020 09:31:09,29/08/2020 09:31:52,948575,953721,5146,83
6144,29/08/2020 10:17:47,29/08/2020 10:17:52,29/08/2020 15:59:29,29/08/2020 19:15:49,97117,115892,18775,538
